YMS, HM, Used
20180531.000000, 615.000000, 0.044000
20180531.000000, 600.000000, 0.026000
20180531.000000, 545.000000, 0.024000
20180531.000000, 530.000000, 0.026000
20180531.000000, 630.000000, 0.042000
20180531.000000, 615.000000, 0.044000
20180531.000000, 600.000000, 0.026000
20180531.000000, 545.000000, 0.024000
20180531.000000, 530.000000, 0.026000
20180531.000000, 515.000000, 0.024000
20180531.000000, 615.000000, 0.044000
20180531.000000, 600.000000, 0.026000
20180531.000000, 545.000000, 0.024000
20180531.000000, 530.000000, 0.026000
20180531.000000, 515.000000, 0.024000
20180531.000000, 500.000000, 0.040000
20180531.000000, 600.000000, 0.026000
20180531.000000, 545.000000, 0.024000
20180531.000000, 530.000000, 0.026000
20180531.000000, 515.000000, 0.024000
20180531.000000, 500.000000, 0.040000
20180531.000000, 445.000000, 0.042000
20180531.000000, 545.000000, 0.024000
20180531.000000, 530.000000, 0.026000
20180531.000000, 515.000000, 0.024000
20180531.000000, 500.000000, 0.040000
20180531.000000, 445.000000, 0.042000
20180531.000000, 430.000000, 0.032000
20180531.000000, 530.000000, 0.026000
20180531.000000, 515.000000, 0.024000
20180531.000000, 500.000000, 0.040000
20180531.000000, 445.000000, 0.042000
20180531.000000, 430.000000, 0.032000
20180531.000000, 415.000000, 0.024000
20180531.000000, 515.000000, 0.024000
20180531.000000, 500.000000, 0.040000
20180531.000000, 445.000000, 0.042000
20180531.000000, 430.000000, 0.032000
20180531.000000, 415.000000, 0.024000
20180531.000000, 400.000000, 0.024000
20180531.000000, 500.000000, 0.040000
20180531.000000, 445.000000, 0.042000
20180531.000000, 430.000000, 0.032000
20180531.000000, 415.000000, 0.024000
20180531.000000, 400.000000, 0.024000
20180531.000000, 345.000000, 0.026000
20180531.000000, 445.000000, 0.042000
20180531.000000, 430.000000, 0.032000
20180531.000000, 415.000000, 0.024000
20180531.000000, 400.000000, 0.024000
20180531.000000, 345.000000, 0.026000
20180531.000000, 330.000000, 0.034000
20180531.000000, 430.000000, 0.032000
20180531.000000, 415.000000, 0.024000
20180531.000000, 400.000000, 0.024000
20180531.000000, 345.000000, 0.026000
20180531.000000, 330.000000, 0.034000
20180531.000000, 315.000000, 0.042000
20180531.000000, 415.000000, 0.024000
20180531.000000, 400.000000, 0.024000
20180531.000000, 345.000000, 0.026000
20180531.000000, 330.000000, 0.034000
20180531.000000, 315.000000, 0.042000
20180531.000000, 300.000000, 0.040000
20180531.000000, 400.000000, 0.024000
20180531.000000, 345.000000, 0.026000
20180531.000000, 330.000000, 0.034000
20180531.000000, 315.000000, 0.042000
20180531.000000, 300.000000, 0.040000
20180531.000000, 245.000000, 0.026000
20180531.000000, 345.000000, 0.026000
20180531.000000, 330.000000, 0.034000
20180531.000000, 315.000000, 0.042000
20180531.000000, 300.000000, 0.040000
20180531.000000, 245.000000, 0.026000
20180531.000000, 230.000000, 0.024000
20180531.000000, 330.000000, 0.034000
20180531.000000, 315.000000, 0.042000
20180531.000000, 300.000000, 0.040000
20180531.000000, 245.000000, 0.026000
20180531.000000, 230.000000, 0.024000
20180531.000000, 215.000000, 0.026000
20180531.000000, 315.000000, 0.042000
20180531.000000, 300.000000, 0.040000
20180531.000000, 245.000000, 0.026000
20180531.000000, 230.000000, 0.024000
20180531.000000, 215.000000, 0.026000
20180531.000000, 200.000000, 0.026000
20180531.000000, 300.000000, 0.040000
20180531.000000, 245.000000, 0.026000
20180531.000000, 230.000000, 0.024000
20180531.000000, 215.000000, 0.026000
20180531.000000, 200.000000, 0.026000
20180531.000000, 145.000000, 0.040000
20180531.000000, 245.000000, 0.026000
20180531.000000, 230.000000, 0.024000
20180531.000000, 215.000000, 0.026000
20180531.000000, 200.000000, 0.026000
20180531.000000, 145.000000, 0.040000
20180531.000000, 130.000000, 0.042000
20180531.000000, 230.000000, 0.024000
20180531.000000, 215.000000, 0.026000
20180531.000000, 200.000000, 0.026000
20180531.000000, 145.000000, 0.040000
20180531.000000, 130.000000, 0.042000
20180531.000000, 115.000000, 0.036000
20180531.000000, 215.000000, 0.026000
20180531.000000, 200.000000, 0.026000
20180531.000000, 145.000000, 0.040000
20180531.000000, 130.000000, 0.042000
20180531.000000, 115.000000, 0.036000
20180531.000000, 100.000000, 0.024000
20180531.000000, 200.000000, 0.026000
20180531.000000, 145.000000, 0.040000
20180531.000000, 130.000000, 0.042000
20180531.000000, 115.000000, 0.036000
20180531.000000, 100.000000, 0.024000
20180531.000000, 45.000000, 0.026000
20180531.000000, 145.000000, 0.040000
20180531.000000, 130.000000, 0.042000
20180531.000000, 115.000000, 0.036000
20180531.000000, 100.000000, 0.024000
20180531.000000, 45.000000, 0.026000
20180531.000000, 30.000000, 0.024000
20180531.000000, 130.000000, 0.042000
20180531.000000, 115.000000, 0.036000
20180531.000000, 100.000000, 0.024000
20180531.000000, 45.000000, 0.026000
20180531.000000, 30.000000, 0.024000
20180531.000000, 15.000000, 0.030000
20180531.000000, 115.000000, 0.036000
20180531.000000, 100.000000, 0.024000
20180531.000000, 45.000000, 0.026000
20180531.000000, 30.000000, 0.024000
20180531.000000, 15.000000, 0.030000
20180530.000000, 2400.000000, 0.042000
20180531.000000, 100.000000, 0.024000
20180531.000000, 45.000000, 0.026000
20180531.000000, 30.000000, 0.024000
20180531.000000, 15.000000, 0.030000
20180530.000000, 2400.000000, 0.042000
20180530.000000, 2345.000000, 0.042000
20180531.000000, 45.000000, 0.026000
20180531.000000, 30.000000, 0.024000
20180531.000000, 15.000000, 0.030000
20180530.000000, 2400.000000, 0.042000
20180530.000000, 2345.000000, 0.042000
20180530.000000, 2330.000000, 0.036000
20180531.000000, 30.000000, 0.024000
20180531.000000, 15.000000, 0.030000
20180530.000000, 2400.000000, 0.042000
20180530.000000, 2345.000000, 0.042000
20180530.000000, 2330.000000, 0.036000
20180530.000000, 2315.000000, 0.024000
20180531.000000, 15.000000, 0.030000
20180530.000000, 2400.000000, 0.042000
20180530.000000, 2345.000000, 0.042000
20180530.000000, 2330.000000, 0.036000
20180530.000000, 2315.000000, 0.024000
20180530.000000, 2300.000000, 0.024000
20180530.000000, 2400.000000, 0.042000
20180530.000000, 2345.000000, 0.042000
20180530.000000, 2330.000000, 0.036000
20180530.000000, 2315.000000, 0.024000
20180530.000000, 2300.000000, 0.024000
20180530.000000, 2245.000000, 0.026000
20180530.000000, 2345.000000, 0.042000
20180530.000000, 2330.000000, 0.036000
20180530.000000, 2315.000000, 0.024000
20180530.000000, 2300.000000, 0.024000
20180530.000000, 2245.000000, 0.026000
20180530.000000, 2230.000000, 0.028000
20180530.000000, 2330.000000, 0.036000
20180530.000000, 2315.000000, 0.024000
20180530.000000, 2300.000000, 0.024000
20180530.000000, 2245.000000, 0.026000
20180530.000000, 2230.000000, 0.028000
20180530.000000, 2215.000000, 0.042000
20180530.000000, 2315.000000, 0.024000
20180530.000000, 2300.000000, 0.024000
20180530.000000, 2245.000000, 0.026000
20180530.000000, 2230.000000, 0.028000
20180530.000000, 2215.000000, 0.042000
20180530.000000, 2200.000000, 0.040000
20180530.000000, 2300.000000, 0.024000
20180530.000000, 2245.000000, 0.026000
20180530.000000, 2230.000000, 0.028000
20180530.000000, 2215.000000, 0.042000
20180530.000000, 2200.000000, 0.040000
20180530.000000, 2145.000000, 0.044000
20180530.000000, 2245.000000, 0.026000
20180530.000000, 2230.000000, 0.028000
20180530.000000, 2215.000000, 0.042000
20180530.000000, 2200.000000, 0.040000
20180530.000000, 2145.000000, 0.044000
20180530.000000, 2130.000000, 0.028000
20180530.000000, 2230.000000, 0.028000
20180530.000000, 2215.000000, 0.042000
20180530.000000, 2200.000000, 0.040000
20180530.000000, 2145.000000, 0.044000
20180530.000000, 2130.000000, 0.028000
20180530.000000, 2115.000000, 0.026000
20180530.000000, 2215.000000, 0.042000
20180530.000000, 2200.000000, 0.040000
20180530.000000, 2145.000000, 0.044000
20180530.000000, 2130.000000, 0.028000
20180530.000000, 2115.000000, 0.026000
20180530.000000, 2100.000000, 0.024000
20180530.000000, 2200.000000, 0.040000
20180530.000000, 2145.000000, 0.044000
20180530.000000, 2130.000000, 0.028000
20180530.000000, 2115.000000, 0.026000
20180530.000000, 2100.000000, 0.024000
20180530.000000, 2045.000000, 0.024000
20180530.000000, 2145.000000, 0.044000
20180530.000000, 2130.000000, 0.028000
20180530.000000, 2115.000000, 0.026000
20180530.000000, 2100.000000, 0.024000
20180530.000000, 2045.000000, 0.024000
20180530.000000, 2030.000000, 0.036000
20180530.000000, 2130.000000, 0.028000
20180530.000000, 2115.000000, 0.026000
20180530.000000, 2100.000000, 0.024000
20180530.000000, 2045.000000, 0.024000
20180530.000000, 2030.000000, 0.036000
20180530.000000, 2015.000000, 0.040000
20180530.000000, 2115.000000, 0.026000
20180530.000000, 2100.000000, 0.024000
20180530.000000, 2045.000000, 0.024000
20180530.000000, 2030.000000, 0.036000
20180530.000000, 2015.000000, 0.040000
20180530.000000, 2000.000000, 0.042000
20180530.000000, 2100.000000, 0.024000
20180530.000000, 2045.000000, 0.024000
20180530.000000, 2030.000000, 0.036000
20180530.000000, 2015.000000, 0.040000
20180530.000000, 2000.000000, 0.042000
20180530.000000, 1945.000000, 0.040000
20180530.000000, 2045.000000, 0.024000
20180530.000000, 2030.000000, 0.036000
20180530.000000, 2015.000000, 0.040000
20180530.000000, 2000.000000, 0.042000
20180530.000000, 1945.000000, 0.040000
20180530.000000, 1930.000000, 0.044000
20180530.000000, 2030.000000, 0.036000
20180530.000000, 2015.000000, 0.040000
20180530.000000, 2000.000000, 0.042000
20180530.000000, 1945.000000, 0.040000
20180530.000000, 1930.000000, 0.044000
20180530.000000, 1915.000000, 0.024000
20180530.000000, 2015.000000, 0.040000
20180530.000000, 2000.000000, 0.042000
20180530.000000, 1945.000000, 0.040000
20180530.000000, 1930.000000, 0.044000
20180530.000000, 1915.000000, 0.024000
20180530.000000, 1900.000000, 0.024000
20180530.000000, 2000.000000, 0.042000
20180530.000000, 1945.000000, 0.040000
20180530.000000, 1930.000000, 0.044000
20180530.000000, 1915.000000, 0.024000
20180530.000000, 1900.000000, 0.024000
20180530.000000, 1845.000000, 0.816000
20180530.000000, 1945.000000, 0.040000
20180530.000000, 1930.000000, 0.044000
20180530.000000, 1915.000000, 0.024000
20180530.000000, 1900.000000, 0.024000
20180530.000000, 1845.000000, 0.816000
20180530.000000, 1830.000000, 0.872000
20180530.000000, 1930.000000, 0.044000
20180530.000000, 1915.000000, 0.024000
20180530.000000, 1900.000000, 0.024000
20180530.000000, 1845.000000, 0.816000
20180530.000000, 1830.000000, 0.872000
20180530.000000, 1815.000000, 0.900000
20180530.000000, 1915.000000, 0.024000
20180530.000000, 1900.000000, 0.024000
20180530.000000, 1845.000000, 0.816000
20180530.000000, 1830.000000, 0.872000
20180530.000000, 1815.000000, 0.900000
20180530.000000, 1800.000000, 0.894000
20180530.000000, 1900.000000, 0.024000
20180530.000000, 1845.000000, 0.816000
20180530.000000, 1830.000000, 0.872000
20180530.000000, 1815.000000, 0.900000
20180530.000000, 1800.000000, 0.894000
20180530.000000, 1730.000000, 0.934000
20180530.000000, 1845.000000, 0.816000
20180530.000000, 1830.000000, 0.872000
20180530.000000, 1815.000000, 0.900000
20180530.000000, 1800.000000, 0.894000
20180530.000000, 1730.000000, 0.934000
20180530.000000, 1745.000000, 0.886000
